,year,duration,avg_vote,votes,budget,weighted_average_vote,total_votes,mean_vote,median_vote,month,production_number,lead_number,support_number,director_number,writer_number
37,2017,85,4.4,371,0,4.4,371,4.7,5.0,10,1013,1732,5916,313,0
38,2006,84,7.1,1930,0,7.1,1930,7.4,8.0,06,4726,1681,653,422,0
39,2020,122,6.2,1561,0,6.2,1561,7.7,9.0,05,220,2743,4800,88,0
40,2015,80,2.9,153,0,2.9,153,3.9,3.0,08,92,4479,3819,4,0
41,2019,87,4.2,344,0,4.2,344,4.3,4.0,05,134,1207,895,84,0
42,2019,88,4.3,151,0,4.3,151,4.9,5.0,10,134,1246,6879,84,0
43,2010,144,4.0,117,0,4.0,117,4.5,4.0,05,0,4034,4937,1130,0
44,2012,105,4.2,767,0,4.2,767,5.6,6.0,04,0,2423,5313,160,0
45,2015,83,3.0,117,0,3.0,117,3.5,3.0,05,819,5594,8,2686,0
46,2011,86,7.3,130,0,7.3,130,7.2,8.0,12,0,501,293,448,0
47,2018,86,3.9,198,14000000,3.9,198,4.8,4.0,12,35,2060,354,3,0
48,2017,81,4.2,435,0,4.2,435,5.1,5.0,05,373,287,5352,746,0
49,2018,68,5.6,214,0,5.6,214,6.0,6.0,08,0,1716,3919,680,0
50,2014,111,5.8,111,0,5.8,111,7.2,8.0,10,0,5178,5180,6530,0
51,2013,91,3.6,1613,0,3.6,1613,3.8,3.0,11,4,6773,686,168,0
52,2019,120,5.1,230,0,5.1,230,5.6,5.0,01,13,4600,1044,116,0
53,2015,82,5.0,115,22000,5.0,115,5.2,5.0,08,0,6744,3230,6685,0
54,2019,80,4.5,157,0,4.5,157,5.9,7.0,03,0,2783,6989,4730,0
55,2018,85,3.3,872,3500000,3.3,872,4.3,3.0,10,403,6458,523,1011,0
56,2018,96,7.8,199,0,7.8,199,7.7,8.0,02,0,4088,6831,2194,0
57,2018,115,5.4,308,0,5.4,308,6.2,6.0,11,0,5793,575,1987,0
58,2006,93,4.4,158,0,4.4,158,4.9,5.0,10,5310,5234,6846,1006,0
59,2019,61,5.5,354,0,5.5,354,6.0,6.0,06,5965,1824,7566,1035,0
60,2008,122,3.9,303,88000,3.9,303,4.9,4.0,11,638,5440,5865,1664,0
61,2016,101,5.5,675,2000000,5.5,675,5.9,6.0,07,53,461,628,44,0
62,2018,86,6.1,356,0,6.1,356,6.5,6.0,11,2905,1312,6661,149,0
63,2015,86,4.9,317,0,4.9,317,5.4,5.0,06,890,1030,2598,2355,0
64,2016,86,4.5,658,3500000,4.5,658,4.7,4.5,10,6133,1163,1363,17,0
65,2006,84,6.3,488,0,6.3,488,6.7,7.0,0,4253,5220,764,4150,0
66,2009,140,4.9,101,300000,4.9,101,5.8,6.0,02,38,2118,6061,6190,0
67,2006,70,2.2,106,0,2.2,106,3.1,2.0,0,5684,5251,6281,6013,0
68,2011,85,2.6,344,6000,2.6,344,4.0,2.0,11,179,6541,3315,141,0
69,2011,102,2.6,119,5000,2.6,119,3.5,1.0,02,179,6615,3638,141,0
70,2016,80,3.2,216,0,3.2,216,4.0,3.0,06,23,5264,3698,1285,0
71,2012,84,3.9,979,150000,3.9,979,4.2,4.0,07,4,4238,4175,3855,0
72,2018,147,5.4,115,200000,5.4,115,8.3,10.0,04,537,1772,3623,416,0
73,2011,91,3.7,143,1200000,3.7,143,4.5,4.0,11,1167,5536,2437,432,0
74,2016,73,5.0,127,0,5.0,127,5.3,5.0,11,204,1475,694,2430,0
75,2015,84,6.0,289,1500,6.0,289,6.4,7.0,03,664,631,1116,697,0
76,2018,99,5.6,321,0,5.6,321,6.2,7.0,04,2267,2512,1807,4173,0
77,2020,72,3.8,591,0,3.8,591,5.9,6.0,04,428,5946,1541,756,0
78,2019,150,8.8,1046,0,8.8,1046,8.8,9.0,10,5617,6682,3870,5466,0
79,2009,84,6.1,236,0,6.1,236,6.3,7.0,0,5004,4185,2975,3910,0
80,2017,92,4.8,215,0,4.8,215,8.4,10.0,08,1040,6402,6188,6921,0
81,2008,114,6.7,166,500000,6.7,166,7.2,7.0,12,3467,2826,5096,6333,0
82,2007,89,3.1,126,68000,3.1,126,4.1,3.0,10,1930,2123,4369,6708,0
83,2009,96,4.2,250,0,4.2,250,4.7,5.0,09,3873,2297,5958,2007,0
84,2010,54,7.1,455,0,7.1,455,7.5,8.0,01,3680,6556,6118,3489,0
85,2017,97,2.3,380,30000,2.3,380,3.0,2.0,03,200,1148,2632,78,0
86,2016,142,5.6,233,150000,5.6,233,5.8,6.0,0,653,622,3342,2661,0
87,2017,90,4.6,110,1400000,4.6,110,5.0,5.0,09,2098,4640,1311,3535,0
88,2010,60,2.8,177,500000,2.8,177,6.8,9.0,11,3249,1123,7744,2051,0
89,2018,96,4.7,158,30000,4.7,158,6.3,7.0,0,4703,1123,2009,5791,0
90,2011,73,2.4,335,32000,2.4,335,2.9,2.0,01,2093,5616,3390,2124,0
91,2008,101,4.7,275,0,4.7,275,5.1,5.0,04,6225,1487,6388,6382,0
92,2013,103,3.1,136,150000,3.1,136,4.3,2.0,09,3052,3483,2149,1827,0
93,2011,58,6.3,121,10000,6.3,121,8.0,10.0,10,5818,3170,4035,1628,0
94,2013,104,6.1,122,100000,6.1,122,6.7,8.0,01,1642,1255,1020,2172,0
95,2019,86,2.3,388,0,2.3,388,3.1,2.0,02,5890,4632,1020,3486,0
96,2014,68,6.1,176,33000,6.1,176,7.1,8.0,12,5645,6885,1292,4526,0
97,2012,46,6.9,465,0,6.9,465,7.3,7.0,07,1187,1617,1730,6145,0
98,2017,105,5.3,903,20000,5.3,903,6.5,7.0,02,5797,967,4206,1578,0
99,2017,104,4.7,134,0,4.7,134,5.4,5.0,10,5578,1224,7529,5435,0
100,2014,62,5.9,384,0,5.9,384,7.5,10.0,10,2733,6963,7452,2707,0
101,2015,90,3.0,109,0,3.0,109,2.9,1.0,11,3913,4938,3012,4144,0
102,2015,129,4.5,112,0,4.5,112,4.8,5.0,05,4794,4781,4612,5217,0
103,2017,82,3.7,245,0,3.7,245,4.1,4.0,07,4975,3821,3040,3543,0
104,2018,115,8.4,137,1000000,8.4,137,8.6,10.0,12,567,3139,5303,1788,0
105,2017,116,6.1,371,0,6.1,371,7.2,8.0,07,2741,3473,7612,5222,0
106,2018,79,4.6,494,0,4.6,494,4.8,4.0,12,138,3562,4718,5931,0
107,2017,63,4.8,529,0,4.8,529,5.1,2.0,09,1820,3508,6826,5999,0
108,2018,90,2.7,118,0,2.7,118,3.4,3.0,07,6068,3322,751,4343,0
109,2019,89,7.6,364,0,7.6,364,8.9,10.0,01,2512,6189,6416,5874,0
110,2018,78,5.2,250,100000,5.2,250,5.6,6.0,01,6190,2110,7444,2210,0
111,2006,96,5.6,173,0,5.6,173,6.0,6.0,06,0,3500,1171,3955,5462
112,2010,85,4.4,1155,1000000,4.4,1155,5.0,5.0,11,4177,408,1171,85,4122
113,2013,98,5.5,5179,12000000,5.5,5179,5.8,6.0,02,585,63,1318,85,4598
114,2011,90,4.4,3291,1500000,4.4,3291,4.9,5.0,12,1216,559,372,85,384
115,2020,91,3.2,1265,5000000,3.2,1265,3.3,3.0,01,2493,695,753,686,384
116,2016,87,3.7,1520,5000000,3.7,1520,4.3,4.0,09,435,64,7492,38,384
117,2018,92,3.7,2971,0,3.7,2971,4.0,4.0,12,5942,261,318,85,7256
118,2015,96,4.2,15271,10000000,4.2,15271,4.3,4.0,01,110,3418,96,85,1664
119,2014,94,4.7,2475,4000000,4.7,2475,5.0,5.0,01,4020,2748,4923,85,2840
120,2006,131,7.1,924,0,7.1,924,7.3,7.0,02,0,5708,552,4837,4748
121,2012,117,5.6,127,0,5.6,127,7.0,7.0,08,3720,3835,552,906,7107
122,2008,105,4.5,120,0,4.5,120,5.0,5.0,0,0,725,7141,906,4050
123,2018,111,5.8,2809,0,5.8,2809,5.9,6.0,08,4188,5888,552,327,91
124,2008,97,4.8,998,3000000,4.8,998,5.3,5.0,07,1932,137,5329,327,91
125,2012,94,6.5,101557,30000000,6.5,101557,6.7,7.0,04,905,58,7472,327,91
126,2015,111,6.7,25357,20000000,6.7,25357,7.1,7.0,06,19,432,395,327,91
127,2010,116,6.6,267921,200000000,6.6,267921,6.8,7.0,05,6,34,2993,5527,91
128,2006,88,5.7,362,500000,5.7,362,6.0,6.0,11,0,5492,5997,4367,2902
129,2006,99,5.4,612,0,5.4,612,5.9,6.0,02,0,342,6228,5589,7350
130,2009,90,6.1,41679,20000000,6.1,41679,6.4,6.0,02,10,342,4989,258,985
131,2014,118,5.3,33381,65000000,5.3,33381,5.8,6.0,04,4326,61,1713,258,985
132,2011,109,6.5,334204,35000000,6.5,334204,6.7,7.0,10,10,221,3124,258,416
133,2012,123,6.6,43236,12000000,6.6,43236,6.9,7.0,04,10,1093,4872,106,416
134,2014,106,5.8,19525,24000000,5.8,19525,6.1,6.0,06,745,524,1093,106,416
135,2010,92,7.0,350390,8000000,7.0,350390,7.2,7.0,03,10,955,596,258,2029
136,2007,101,6.6,12838,6000000,6.6,12838,6.8,7.0,09,1637,342,19,1145,2055
137,2017,87,5.8,25512,5000000,5.8,25512,6.0,6.0,06,173,19,5241,1145,43
138,2012,83,4.7,8189,0,4.7,8189,4.8,5.0,05,1789,1381,456,1512,43
139,2010,91,6.3,33406,7000000,6.3,33406,6.3,6.0,07,824,379,207,296,43
140,2017,78,6.4,17701,0,6.4,17701,6.5,7.0,10,12,3268,123,333,43
141,2016,80,7.3,13253,0,7.3,13253,7.4,7.0,12,24,123,4862,734,43
142,2019,89,7.2,10186,0,7.2,10186,7.3,7.0,02,24,1238,123,734,43
143,2016,128,7.3,253669,44000000,7.3,253669,7.5,8.0,10,2,37,19,730,1667
144,2015,98,5.9,20477,25000000,5.9,20477,6.0,6.0,01,488,165,1143,730,397
145,2020,95,5.8,48505,80000000,5.8,48505,5.9,6.0,01,824,116,6273,502,397
146,2017,85,6.3,59979,0,6.3,59979,6.3,7.0,10,427,5348,1344,317,397
147,2011,140,8.2,427585,25000000,8.2,427585,8.2,8.0,11,7,1143,2599,730,5313
148,2013,85,5.2,11023,2000000,5.2,11023,5.4,6.0,06,7,1371,19,4984,5511
149,2016,83,5.3,21019,0,5.3,21019,5.4,5.0,07,31,181,19,3048,3412
150,2015,95,6.3,49106,8000000,6.3,49106,6.6,7.0,05,473,124,19,3697,166
151,2017,117,6.3,164641,90000000,6.3,164641,6.6,7.0,12,738,80,1143,64,166
152,2012,89,7.0,237285,12000000,7.0,237285,7.1,7.0,05,9,1572,1147,6777,166
153,2015,98,5.3,1420,5000000,5.3,1420,5.6,6.0,03,77,3595,6867,5987,166
154,2011,88,5.1,5616,0,5.1,5616,5.4,5.0,09,1072,342,1266,2407,516
155,2010,101,6.4,160018,36000000,6.4,160018,6.5,7.0,06,19,93,3256,244,516
156,2015,93,5.1,36333,14000000,5.1,36333,5.2,5.0,02,5,485,1371,244,516
157,2015,101,6.6,69920,23000000,6.6,69920,6.8,7.0,05,745,188,1266,1000,1213
158,2006,106,5.8,123285,52000000,5.8,123285,5.9,6.0,09,3,31,244,346,1213
159,2020,98,4.9,1118,0,4.9,1118,5.3,5.0,08,239,31,545,1000,6653
160,2006,81,6.4,120,0,6.4,120,6.6,8.0,04,0,4548,7170,5576,5091
161,2010,98,6.2,325,50000,6.2,325,7.3,8.0,08,0,319,5495,4506,7842
162,2013,85,4.4,349,0,4.4,349,4.9,5.0,05,65,319,163,1710,1230
163,2018,90,5.2,283,0,5.2,283,5.5,6.0,10,2262,6362,7526,1710,1230
164,2007,109,6.1,107123,15000000,6.1,107123,6.2,6.0,01,18,38,163,380,508
165,2009,105,4.9,47460,15000000,4.9,47460,5.1,5.0,10,18,972,5590,380,508
166,2019,115,5.5,10404,3000000,5.5,10404,5.7,6.0,04,140,972,40,380,508
167,2018,92,5.5,11506,0,5.5,11506,5.6,6.0,04,159,683,163,4602,7148
168,2008,108,5.8,685,2000000,5.8,685,6.3,6.0,04,1555,306,163,1748,606
169,2013,95,6.2,5685,7000000,6.2,5685,6.2,6.0,10,1062,306,361,1748,606
170,2016,100,5.4,103,0,5.4,103,6.2,6.0,10,2094,319,5800,435,6157
171,2009,86,5.4,108,1000000,5.4,108,2.9,1.0,07,5956,3014,6268,435,814
172,2007,106,6.7,1099,0,6.7,1099,7.0,7.0,03,2535,414,2343,646,814
173,2016,84,3.5,738,55000,3.5,738,3.9,4.0,11,821,3791,3943,435,7308
174,2017,98,4.5,295,500000,4.5,295,6.4,7.0,04,2534,319,5800,5779,6141
175,2006,93,6.6,399,6500000,6.6,399,6.7,7.0,11,0,2986,2163,2777,1641
176,2007,90,3.4,351,250000,3.4,351,4.6,3.0,03,0,5477,4381,1042,5768
177,2017,85,4.6,802,0,4.6,802,5.8,5.0,12,4152,5326,4668,1042,7771
178,2006,81,4.7,835,3000,4.7,835,5.1,5.0,03,0,129,7596,9,2952
179,2011,74,4.8,260,0,4.8,260,5.1,5.0,09,0,129,235,9,203
180,2014,78,6.0,594,0,6.0,594,6.1,6.0,11,2693,129,4219,332,203
181,2013,72,5.2,312,0,5.2,312,5.5,6.0,11,0,1292,5867,332,203
182,2018,93,6.4,3293,0,6.4,3293,6.4,7.0,08,1285,5785,6035,332,203
183,2007,83,5.6,1710,0,5.6,1710,5.6,6.0,08,71,86,1479,9,23
184,2011,69,5.1,357,0,5.1,357,5.3,5.0,10,0,155,7397,9,23
185,2011,70,5.0,165,0,5.0,165,5.0,5.0,04,0,377,511,9,23
186,2009,72,5.1,678,0,5.1,678,5.3,5.0,03,149,190,1731,9,23
187,2014,82,5.4,7549,70000,5.4,7549,5.5,6.0,06,1950,19,348,9,23
188,2013,77,4.2,552,0,4.2,552,4.4,4.0,01,746,2198,3484,9,23
189,2013,90,6.1,55452,0,6.1,55452,6.1,6.0,07,82,705,162,9,23
190,2011,72,5.2,521,0,5.2,521,5.3,6.0,01,0,1549,2708,9,1199
191,2015,73,5.5,190,0,5.5,190,5.7,6.0,08,1011,1479,129,243,1199
192,2012,79,6.4,536,0,6.4,536,6.4,6.0,12,5787,811,377,9,2649
193,2011,72,4.6,447,0,4.6,447,4.8,5.0,07,0,340,6439,9,298
194,2010,87,5.2,3343,0,5.2,3343,5.3,5.0,08,60,3413,340,203,298
195,2009,89,4.2,3297,1500,4.2,3297,4.5,4.0,03,3896,285,6414,2074,298
196,2015,85,5.8,5567,0,5.8,5567,5.8,6.0,08,2670,162,3314,9,999
197,2017,88,6.2,7892,0,6.2,7892,6.2,6.0,04,418,162,5266,9,999
198,2012,86,5.8,129,0,5.8,129,6.0,6.0,06,0,6943,235,253,169
199,2016,95,5.8,5188,350000,5.8,5188,5.8,6.0,03,825,2383,1124,253,169
200,2015,91,6.4,886,75000,6.4,886,6.5,7.0,11,4872,2260,504,253,169
201,2014,86,5.4,1062,35000,5.4,1062,5.5,6.0,04,2243,2682,3993,253,169
202,2015,72,2.6,104,0,2.6,104,3.1,2.0,0,0,1292,235,6114,370
203,2014,80,4.7,823,0,4.7,823,4.9,5.0,09,0,2337,615,1284,370
204,2012,76,5.1,1196,0,5.1,1196,5.4,6.0,10,3323,5493,6553,1284,370
205,2012,88,4.4,800,0,4.4,800,4.8,5.0,06,299,2037,235,2048,452
206,2006,90,7.0,185,100000,7.0,185,8.0,9.0,03,1514,1791,3798,1076,452
207,2013,99,6.1,5258,0,6.1,5258,6.3,6.0,06,3716,172,6173,1076,452
208,2013,120,5.7,3888,0,5.7,3888,5.7,6.0,04,286,129,2399,309,2373
209,2006,90,4.0,107,12500,4.0,107,5.4,5.0,01,286,5866,6130,309,5488
210,2007,98,3.4,241,39000,3.4,241,4.2,3.0,10,286,3875,5993,309,947
211,2011,97,5.9,694,150000,5.9,694,6.1,6.0,06,286,1358,4574,309,947
212,2008,80,6.1,1234,0,6.1,1234,6.1,6.0,10,71,129,4010,473,259
213,2019,135,7.8,122387,40000000,7.8,122387,7.9,8.0,01,1,279,2273,473,259
214,2017,94,7.4,228832,10000000,7.4,228832,7.4,7.0,03,430,279,4972,473,259
215,2017,97,6.4,4020,0,6.4,4020,6.4,7.0,07,281,1095,4010,949,1927
216,2014,84,6.8,23350,0,6.8,23350,6.8,7.0,08,3423,1095,1624,949,5186
217,2017,109,6.7,2893,0,6.7,2893,6.8,7.0,04,24,4845,4010,53,86
218,2013,88,5.3,3500,0,5.3,3500,5.5,6.0,05,0,3314,1534,53,86
219,2006,80,6.1,203,0,6.1,203,6.8,7.0,04,3254,3083,1511,53,86
220,2009,94,6.0,5452,0,6.0,5452,6.1,6.0,06,177,123,6356,53,86
221,2011,90,6.7,25829,125000,6.7,25829,6.7,7.0,06,1481,4496,123,53,86
222,2008,79,5.4,311,0,5.4,311,6.0,6.0,03,0,2177,782,53,2556
223,2014,99,6.4,41259,5000000,6.4,41259,6.5,7.0,10,37,4631,7684,53,732
224,2017,80,5.2,3849,0,5.2,3849,5.4,5.0,05,2544,2270,1964,467,732
225,2013,99,6.1,16587,4000000,6.1,16587,6.1,6.0,05,76,129,3413,90,84
226,2009,95,6.4,39801,900000,6.4,39801,6.4,7.0,05,825,669,2933,90,84
227,2011,101,5.4,32546,750000,5.4,32546,5.4,6.0,03,244,999,414,90,84
228,2016,104,6.0,15108,0,6.0,15108,6.0,6.0,10,12,230,134,90,84
229,2007,80,4.6,686,10000,4.6,686,4.8,5.0,10,36,4977,6520,90,84
230,2009,86,4.3,12669,5000000,4.3,12669,4.5,4.0,08,3402,411,1297,90,6077
231,2017,86,4.3,1156,0,4.3,1156,4.4,4.0,12,3584,915,3413,3475,3351
232,2019,82,4.8,1940,1000000,4.8,1940,5.0,5.0,04,0,1723,3413,3360,2647
233,2013,91,6.3,114,0,6.3,114,7.4,8.0,10,1821,2684,3413,193,173
234,2006,68,5.2,179,7000,5.2,179,6.2,6.0,03,717,5371,2364,193,173
235,2011,77,5.1,421,0,5.1,421,5.5,6.0,03,717,6495,5657,193,173
236,2017,97,4.8,2362,0,4.8,2362,5.0,5.0,01,2866,4567,2488,193,173
237,2020,107,6.2,4612,0,6.2,4612,6.1,6.0,06,560,1440,5334,332,3448
238,2014,91,6.6,336,1400000,6.6,336,7.2,9.0,11,0,3813,6836,418,6707
239,2014,82,2.6,511,3000000,2.6,511,3.1,3.0,12,0,3800,4919,418,4308
240,2006,87,4.3,545,6000000,4.3,545,5.8,5.0,07,3694,945,6572,418,6608
241,2006,91,5.9,157,0,5.9,157,6.6,6.0,03,0,73,3815,3745,997
242,2009,99,5.0,765,3100000,5.0,765,5.3,5.0,09,1359,197,455,6283,997
243,2012,82,6.1,44738,7500000,6.1,44738,6.3,6.0,11,40,73,2456,878,1333
244,2009,90,6.4,56836,6000000,6.4,56836,6.5,7.0,07,40,6938,2848,878,1333
245,2016,87,4.5,1446,3200000,4.5,1446,4.7,5.0,10,956,73,2110,100,6800
246,2014,98,4.7,1017,0,4.7,1017,5.1,5.0,10,4420,616,6413,100,4630
247,2011,90,4.7,1735,0,4.7,1735,5.0,5.0,04,107,888,1255,100,5199
248,2013,88,3.5,704,0,3.5,704,4.0,3.0,05,107,5845,7327,100,786
249,2012,89,4.0,3174,0,4.0,3174,5.0,4.0,10,4,1794,3543,55,786
250,2007,85,1.7,1446,500000,1.7,1446,2.4,1.0,08,4,1181,5145,100,59
251,2012,87,3.2,1794,0,3.2,1794,3.6,3.0,10,4,76,168,6,59
252,2018,86,1.8,704,0,1.8,704,2.1,1.0,02,81,3522,1667,6,59
253,2019,85,4.4,539,0,4.4,539,5.1,5.0,07,579,1516,7074,55,59
254,2020,84,1.9,179,0,1.9,179,2.5,1.0,06,3702,0,4925,476,59
255,2009,88,2.4,294,500000,2.4,294,3.0,2.0,12,4781,1063,2643,100,4039
256,2010,102,5.1,1803,0,5.1,1803,5.5,5.0,03,4047,73,299,2864,2129
257,2006,90,4.6,676,0,4.6,676,5.2,5.0,09,4515,526,299,4089,1134
258,2012,92,5.1,29609,30000000,5.1,29609,5.4,6.0,06,9,1301,2787,224,1134
259,2017,92,4.0,896,5000000,4.0,896,4.4,4.0,09,5218,1274,299,411,4229
260,2011,92,4.9,1016,0,4.9,1016,5.3,5.0,04,966,6,524,411,1737
261,2009,88,5.3,703,0,5.3,703,5.7,6.0,05,966,674,2097,411,1026
262,2010,89,5.1,909,0,5.1,909,5.4,5.0,12,169,15,3786,2998,1026
263,2013,89,4.7,1151,0,4.7,1151,5.1,5.0,09,460,73,1502,1576,547
264,2019,98,5.8,316,0,5.8,316,6.6,7.0,04,934,73,1546,1576,547
265,2018,90,5.0,3084,3500000,5.0,3084,5.1,5.0,10,1828,73,682,388,301
266,2016,106,4.2,2168,5000000,4.2,2168,4.5,4.0,05,5910,64,398,388,301
267,2012,90,5.5,4052,0,5.5,4052,5.7,6.0,03,443,610,5914,388,301
268,2012,97,4.0,3803,1700000,4.0,3803,4.7,4.0,05,42,141,682,5306,5162
269,2011,104,6.3,175,0,6.3,175,7.3,7.0,0,2570,3628,1546,6351,2566
270,2012,99,7.0,3157,0,7.0,3157,7.7,8.0,09,5633,2780,1546,3822,2919
271,2006,92,4.6,161,2000000,4.6,161,6.2,7.0,0,0,4216,3468,3011,3292
272,2007,87,5.8,101,0,5.8,101,7.2,8.0,10,0,1252,2545,343,353
273,2011,94,6.1,2087,0,6.1,2087,6.3,7.0,06,0,6232,5660,343,353
274,2013,83,7.1,2475,0,7.1,2475,7.3,8.0,10,5235,5530,4376,343,353
275,2013,90,5.0,953,0,5.0,953,5.3,5.0,04,4646,588,2545,6871,6649
276,2007,95,4.8,487,500000,4.8,487,5.4,5.0,05,6305,1252,4743,5991,6607
277,2008,90,4.6,1179,0,4.6,1179,5.1,5.0,08,0,1779,6041,20,1846
278,2009,95,5.4,709,0,5.4,709,5.7,6.0,07,2256,0,1100,20,39
279,2020,97,5.7,1219,0,5.7,1219,5.8,6.0,05,5592,204,3215,20,39
280,2017,94,4.9,2786,4000000,4.9,2786,5.1,5.0,08,1809,204,6815,20,39
281,2017,94,4.2,137,5000000,4.2,137,5.1,5.0,0,2811,551,2847,20,39
282,2009,96,5.4,608,6000000,5.4,608,6.0,6.0,06,5284,596,6456,20,39
283,2007,93,3.7,1602,3200000,3.7,1602,4.1,3.0,03,406,5927,1263,20,39
284,2019,91,5.4,545,15000000,5.4,545,5.6,6.0,01,1381,6358,3215,20,2769
285,2009,94,4.8,13492,1000000,4.8,13492,5.0,5.0,07,281,6809,6643,20,7233
286,2007,98,4.1,833,0,4.1,833,4.6,4.0,11,0,3639,2312,1765,4107
287,2017,97,4.7,643,18000000,4.7,643,5.8,6.0,01,3521,2052,4467,1765,7630
288,2006,84,4.8,1063,1500000,4.8,1063,5.3,5.0,10,0,1531,753,6288,381
289,2018,93,5.2,1773,3500000,5.2,1773,5.5,6.0,03,2209,177,4477,1657,381
290,2009,90,3.8,565,1300000,3.8,565,4.5,4.0,09,3983,2023,5983,1657,381
291,2019,88,4.2,6509,18000000,4.2,6509,4.9,5.0,08,839,134,753,495,6415
292,2008,94,5.4,3826,23000000,5.4,3826,5.6,6.0,08,398,113,333,495,1827
293,2007,100,6.6,4856,5000000,6.6,4856,6.7,7.0,04,2085,50,570,495,5048
294,2013,89,3.9,1610,5000000,3.9,1610,4.4,4.0,03,1485,53,753,5720,5098
295,2007,96,3.7,251,210000,3.7,251,5.0,4.0,0,950,1847,785,686,1494
296,2011,90,5.3,159,1850000,5.3,159,5.8,6.0,03,5931,1943,1539,686,1494
297,2018,89,5.0,806,0,5.0,806,5.5,5.0,12,1578,1531,637,124,2616
298,2013,87,3.8,627,0,3.8,627,4.3,4.0,09,47,3,3046,124,2503
299,2015,89,4.2,122,0,4.2,122,5.3,5.0,06,47,15,3917,124,310
300,2014,87,3.5,186,0,3.5,186,4.4,4.0,03,1993,15,2899,124,310
301,2013,88,5.3,503,0,5.3,503,5.4,5.0,12,525,4931,1164,15,310
302,2019,98,6.5,870,0,6.5,870,8.4,9.0,10,209,484,5821,124,5348
303,2006,101,5.6,7967,5000000,5.6,7967,5.9,6.0,11,5468,1227,637,2178,4149
304,2006,65,6.3,587,3000,6.3,587,6.3,7.0,03,0,2339,5876,311,463
305,2017,93,5.4,4388,0,5.4,4388,5.4,5.0,03,71,552,6622,311,463
306,2010,96,6.2,2146,0,6.2,2146,6.2,6.0,04,96,3688,504,311,463
307,2007,78,6.4,1380,2500,6.4,1380,6.6,7.0,03,0,6205,3688,311,6634
308,2006,107,3.1,825,0,3.1,825,3.6,2.0,04,0,278,5641,30,96
309,2012,101,4.5,409,5000000,4.5,409,5.2,5.0,02,46,2195,5641,30,96
310,2009,93,3.4,340,2500000,3.4,340,3.9,3.0,06,107,548,2991,30,96
311,2006,86,3.1,446,1000000,3.1,446,4.7,3.0,09,4,5241,6138,30,96
312,2006,84,3.0,757,500000,3.0,757,3.3,2.0,12,4,5597,5210,30,96
313,2006,85,2.3,957,1500000,2.3,957,2.8,1.0,06,4,18,1041,30,1465
314,2012,94,5.4,4411,0,5.4,4411,5.9,6.0,07,1196,6391,2392,4008,1465
315,2007,86,3.6,938,500000,3.6,938,3.9,3.0,03,4,3885,691,30,3842
316,2016,79,3.2,392,6200000,3.2,392,4.1,3.0,01,3519,5443,5359,30,7698
317,2008,86,3.7,181,0,3.7,181,4.8,4.0,05,2184,4412,5641,842,734
318,2015,113,5.6,292,0,5.6,292,6.2,6.0,04,5360,169,714,5187,734
319,2006,89,4.3,123,0,4.3,123,5.3,5.0,0,2327,2362,4412,842,2349
320,2006,79,5.7,107,30000,5.7,107,6.7,8.0,11,1376,2376,5641,5965,6676
321,2019,85,3.6,243,0,3.6,243,4.1,4.0,07,232,278,795,3334,1009
322,2018,95,3.0,845,18000000,3.0,845,3.4,3.0,05,928,53,159,277,1009
323,2015,104,2.8,406,0,2.8,406,3.4,3.0,02,5590,59,795,377,6732
324,2014,94,3.8,761,0,3.8,761,4.1,4.0,05,5250,0,128,377,126
325,2017,95,3.0,1305,0,3.0,1305,3.5,3.0,02,859,40,14,377,126
326,2011,100,4.4,1642,0,4.4,1642,4.7,5.0,09,4715,6822,159,1178,126
327,2012,90,2.6,603,0,2.6,603,3.3,2.0,09,1585,457,2805,2609,126
328,2012,103,3.3,788,0,3.3,788,4.0,3.0,12,258,278,1213,1255,832
329,2015,95,3.9,347,0,3.9,347,4.7,4.0,06,913,217,400,1255,832
330,2015,93,5.3,151,0,5.3,151,5.8,6.0,03,182,3,1213,5279,4890
331,2013,90,2.8,522,50000,2.8,522,3.3,2.0,02,258,278,5043,6233,854
332,2014,97,2.3,390,800000,2.3,390,3.0,2.0,02,5315,1131,522,1400,854
333,2006,120,5.4,106,0,5.4,106,7.5,9.0,03,0,2397,2880,5970,6599
334,2006,71,6.0,107,9500,6.0,107,6.1,6.0,12,0,6477,7159,5682,7455
335,2006,82,5.6,176,75000,5.6,176,6.2,6.0,04,0,2957,2230,1178,2541
336,2007,93,5.3,2380,0,5.3,2380,5.8,6.0,04,0,231,3797,2481,7381
337,2008,119,6.2,26655,27000000,6.2,26655,6.5,6.0,07,32,231,1498,532,5046
338,2010,100,5.9,13220,0,5.9,13220,6.2,6.0,08,16,699,1432,532,4817
339,2006,99,6.7,12529,0,6.7,12529,7.1,7.0,02,1015,1360,1498,532,7154
340,2006,93,5.7,4184,0,5.7,4184,6.1,6.0,10,2645,384,1498,198,3527
341,2016,86,4.0,339,0,4.0,339,4.5,4.0,10,2703,2845,119,198,1396
342,2015,91,2.4,120,300000,2.4,120,3.3,2.0,0,322,1388,312,47,1396
343,2008,86,5.6,448,1000000,5.6,448,6.0,6.0,03,4338,739,4170,198,6939
344,2016,82,4.3,454,0,4.3,454,4.4,4.0,06,349,717,5927,198,1863
345,2011,88,6.1,11892,8000000,6.1,11892,6.3,6.0,06,3474,279,1498,2972,268
